,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16
pivot_hour_h04,-0.05857036880317806,0.14030987494588953,-0.17112002881214883,-0.005398215106390384,-0.027874488722014715,0.03406611270723547,0.1458556442307581,-0.021343888794618182,0.026804796206601905,0.04345464696334819,-0.09114163093057678,0.003396517547267177,0.01946832974198937,0.051465145488431285,0.0013494444782079006,0.02526835138281822
pivot_hour_h05,-0.04012598165281535,0.1547297648363479,-0.15086539581501882,-0.022046203284099345,-0.039778885032620254,0.04986203838531631,0.11893412153525106,-0.062128213879755034,0.054747690858639245,-0.07807190096408738,-0.05035796716515058,0.033558740690119195,0.06375602055115837,0.0542566516804849,0.026505167165500276,0.018457390685613667
pivot_hour_h06,-0.015737327173728274,0.1787320801602826,-0.11563582506916156,0.00855472439447398,-0.04276133431553369,0.044627149056641814,0.08612295551464069,-0.06196744541944519,0.06060742070531322,-0.10648390200181637,-0.00887554627938921,0.07554499057810782,0.06876750443045183,0.04858192484998603,0.06211232360021345,-0.0037813535803064915
pivot_hour_h07,0.01271776606553754,0.19924950350557186,-0.06312680041207948,0.04177167912670364,-0.025321615314159444,0.036864784159283875,0.04064258318517483,-0.045071199389458944,0.03750733254429059,-0.07558326683056628,0.016996235528430607,0.05669400562502731,0.07342267380432142,0.04933880740501911,0.07451210952874922,0.010330330922084869
pivot_hour_h08,0.021115883928701867,0.20819720302036362,-0.02888712399260962,0.055755240459339564,-0.0028392944105184725,0.022391370664369088,0.019089831138347297,-0.04533033409141782,-0.00767541915737761,-0.06621458282819341,0.04447714259915651,0.008398294270052988,0.05251817566473711,0.03598800007413439,0.04477157805208132,0.015025572091701087
pivot_hour_h09,0.024818480412268838,0.2074357401331937,-0.006814875280571222,0.06268609374445042,0.014637247599485918,0.023384362472183534,0.018651746653831205,-0.03187948851196785,-0.0592803892669843,-0.07962564269258719,0.07488836269995125,0.002762473812173912,0.04934261643322095,0.01683363806766223,0.017421119092700946,0.01951974331463334
pivot_hour_h10,0.029958163302844773,0.20538842383622122,0.011694523970399755,0.05394991546089113,0.023865035987598513,0.022237415385323648,0.01346284402637321,-0.03606456142342176,-0.10148054351239323,-0.08848991207048908,0.09227456315390067,0.010665662024122986,0.03625089808352858,0.007316523931095208,-0.010127620369896985,0.0013985301883926993
pivot_hour_h11,0.033793525874606906,0.20189594144022896,0.022184157249082542,0.056185017247327454,0.02787808395659332,0.030439495090475468,0.00963908180691313,-0.03234850668385568,-0.13205612262347563,-0.09310612264444396,0.1032077685390597,0.025329023753800143,0.02673557612923216,-0.005526360618504416,-0.03854986206240103,-0.015074384375657196
pivot_hour_h12,0.03375847660120607,0.19996395709182058,0.03004963971476923,0.05248253649771041,0.02719004726582325,0.03953468867799308,0.010476842683704113,-0.041131239201337884,-0.1480610590813085,-0.09202299634006922,0.10279500497149119,0.02732325263173134,0.022775735442207,-0.016875027273255083,-0.043899396054749615,-0.022439949200150064
pivot_hour_h13,0.02430613804589729,0.20427621439412272,0.04102822126667782,0.03389304091454156,0.029358849188830003,0.0361492882954166,0.00029759895463690695,-0.04796977610897806,-0.13695553025989482,-0.06480902095509343,0.08454343244918655,0.01207887260596669,0.022772632686726732,-0.009267389139177207,-0.018622128645213697,-0.029588530788710033
pivot_hour_h14,0.010098470128004428,0.20485993180647225,0.04319124110255838,0.00036899910442739296,0.026127852026807997,0.021271924500063842,-0.04090333407399886,-0.07148030950789845,-0.1062278864115655,-0.06909589413793611,0.01995048268319543,-0.026701301604425753,0.019973818478631396,0.0029825826738284107,0.04603466963927623,-0.033401674186883445
pivot_hour_h15,-0.011792925544841066,0.19839592436003156,0.03403556156021917,-0.04568668469739869,0.021690418889811224,0.02031064262201752,-0.09565520744167558,-0.09516371825903797,-0.05537279681404463,-0.07543978587499245,-0.07367525758282006,-0.02849919103010326,0.01968367570710776,-0.01686820660390069,0.07384634692289253,-0.0022897456109348124
pivot_hour_h16,-0.03332856410606385,0.18052218853390756,0.025045348597798223,-0.10065509425026217,0.007793473867594335,0.01643045597007347,-0.14454338741276646,-0.11739060347777588,-0.003695857757407575,-0.0490398736876847,-0.09523013517564774,-0.02783828717793372,-0.021491517059794314,-0.010525846184571032,0.11707173102977121,-0.004266684681813312
pivot_hour_h17,-0.06723399194753348,0.14695979753569957,0.0016556331635402526,-0.13770101911327365,-8.261185116627625e-05,0.010007932361477932,-0.15314803226682755,-0.1341793014603326,0.028709675894801594,-0.027047714280750968,-0.10174756081203873,-0.014407690717169484,-0.0667245405093327,0.027186696992631546,0.1193873051801524,0.0034725959523951647
pivot_hour_h18,-0.1036465177053545,0.13643294605564005,-0.0445664368113138,-0.13136795184067152,0.005262478363863679,-0.000602030391253846,-0.16233516583335583,-0.05449421074008251,0.021269010478509036,0.01752898279188582,-0.008132478708659787,-0.005609897392518578,-0.049185271209552954,-0.013568813523154222,-0.03241491332157694,0.021731494532622592
pivot_hour_h19,-0.10671108616852779,0.12838437209936285,-0.06112301100787964,-0.11769818406864295,0.00021355051601025938,-0.01577013265781061,-0.1819041002041296,-0.0002583521614011065,0.006704852613013424,0.030576140062554408,0.03611285064916801,0.014770664685540122,-0.015445472480558225,-0.05918733931852839,-0.1284122806016807,0.0010950183767087888
pivot_hour_h20,-0.10293266248050452,0.13250252967820808,-0.06021985314133157,-0.1145579005013275,0.001080210974170968,-0.031321442491676024,-0.18521138368840195,0.02067689005248089,0.010540686282366563,0.045259247885322686,0.03169881384603542,0.045073580800321936,-0.005278198074422311,-0.06112884842338065,-0.15486259273706127,-0.01097561317722824
pivot_hour_h21,-0.09610103866609637,0.13856392759672223,-0.042980485571501345,-0.1027475905072041,0.009508050447909163,-0.04428122887402642,-0.195666867441675,0.05614502620154915,0.02411642064357904,0.05082645623607457,0.03531334895384873,0.02983117798881263,-0.002102338173835581,-0.04856952626996537,-0.1599881039422172,0.0015675437337537151
pivot_hour_h22,-0.10095406690631635,0.122999934512227,-0.05240232157198726,-0.0940053572156714,-0.0017764530182645558,-0.04913155798072881,-0.1870763133232289,0.08776256990810334,-0.0027001789635518673,0.033009711634396505,0.028578136015312273,0.029780277978865535,0.04055511893929691,-0.051552528193282744,-0.13172861403427777,0.028723713004611087
pivot_hour_h23,-0.1031402673515284,0.12146693244055169,-0.05311379740303079,-0.06885515372028374,0.007755231609511383,-0.04347909146558114,-0.162417341905283,0.11239527675993273,-0.009690955087391349,0.0510365847484596,-0.0175396669311369,0.01749030692467423,0.03240868478569282,-0.02155559759752408,-0.13188360395010568,0.07611757479816357
